order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
3693,15,9,Paneer Lababdar,2023-03-01,23:45:10,Completed,215
9807,7,2,Mutton Biryani,2023-11-11,23:44:46,Completed,326
9895,7,28,Paneer Lababdar,2023-06-04,23:44:24,Completed,312
3440,21,3,Vegetable Fried Rice,2023-09-23,23:44:23,Completed,248
9793,8,34,Chicken Shawarma,2023-11-13,23:44:22,Completed,274
9507,5,53,Mutton Biryani,2023-01-26,23:44:11,Completed,210
5170,22,16,Mutton Biryani,2023-10-24,23:43:54,Completed,262
3441,6,12,Egg Curry,2023-11-26,23:43:50,Completed,403
2533,14,53,Chole Bhature,2023-08-23,23:43:43,Completed,284
8772,6,37,Hyderabadi Biryani,2023-02-08,23:43:41,Completed,295
5539,21,16,Paneer Lababdar,2023-06-25,23:43:19,Completed,206
4560,18,21,Pasta Alfredo,2023-03-30,23:43:17,Completed,339
287,2,12,Burger,2023-05-18,23:43:14,Completed,244
9759,4,57,Chole Bhature,2023-12-19,23:43:13,Completed,232
9757,5,34,Fish Curry,2023-08-11,23:43:04,Completed,333
3434,19,10,Dal Makhani,2023-01-16,23:42:59,Completed,200
8348,8,21,Paneer Tikka,2023-07-05,23:42:57,Completed,594
7723,8,16,Masala Dosa,2023-11-16,23:42:33,Completed,346
656,5,47,Masala Dosa,2023-11-12,23:42:31,Completed,287
3068,5,2,Paneer Lababdar,2023-03-03,23:42:28,Completed,259
7431,6,12,Fish Curry,2023-02-10,23:42:08,Completed,738
7932,5,18,Hyderabadi Biryani,2023-07-10,23:42:07,Completed,291
5536,15,55,Lamb Kebab,2023-12-16,23:41:52,Completed,480
186,9,13,Fish Curry,2023-04-06,23:41:49,Completed,323
6331,15,18,Paneer Butter Masala,2023-08-26,23:41:49,Completed,297
6353,22,29,Chicken Biryani,2023-07-09,23:41:48,Completed,692
2061,15,26,Masala Dosa,2023-11-23,23:41:42,Completed,354
4172,21,58,Chole Bhature,2023-05-21,23:41:38,Completed,300
5494,15,12,Egg Curry,2023-10-20,23:41:35,Completed,328
1825,5,38,Paneer Butter Masala,2023-05-17,23:41:26,Completed,261
399,13,3,Samosa,2023-01-30,23:41:25,Completed,337
9150,4,24,Hyderabadi Biryani,2023-09-07,23:41:24,Completed,627
6149,15,60,Dal Makhani,2023-04-21,23:41:22,Completed,229
9487,4,37,Lamb Kebab,2023-09-08,23:41:20,Completed,314
8483,4,52,Burger,2023-01-04,23:41:13,Completed,343
1105,14,5,Masala Dosa,2023-08-27,23:41:08,Completed,314
7209,4,28,Masala Dosa,2023-02-26,23:41:00,Completed,609
6007,19,11,Mutton Rogan Josh,2023-04-13,23:40:53,Completed,311
1387,3,58,Chicken Biryani,2023-01-09,23:40:50,Completed,243
454,14,35,Masala Dosa,2023-02-08,23:40:35,Completed,449
3913,16,23,Paneer Butter Masala,2023-02-10,23:40:35,Completed,373
4119,21,38,Chicken Biryani,2023-07-03,23:40:27,Completed,493
401,7,29,Masala Dosa,2023-04-02,23:40:13,Completed,233
133,6,58,Mutton Biryani,2023-07-25,23:40:04,Completed,262
8584,7,46,Masala Dosa,2023-12-30,23:40:01,Not Fulfilled,215
2945,4,35,Vegetable Fried Rice,2023-10-01,23:39:50,Completed,229
3802,14,59,Burger,2023-03-26,23:39:40,Completed,350
6837,4,33,Paneer Butter Masala,2023-05-10,23:39:32,Completed,211
101,7,20,Pasta Alfredo,2023-08-01,23:39:28,Completed,221
8589,5,36,Paneer Butter Masala,2023-07-14,23:39:23,Completed,216
5694,22,16,Grilled Chicken Sandwich,2023-04-24,23:39:16,Completed,373
7710,8,40,Chicken Biryani,2023-07-11,23:39:05,Completed,548
7505,6,33,Vegetable Fried Rice,2023-06-01,23:39:04,Completed,214
925,9,31,Paneer Lababdar,2023-01-04,23:39:03,Completed,339
7569,5,30,Fish Curry,2023-12-16,23:39:03,Completed,297
1696,6,58,Grilled Chicken Sandwich,2023-03-17,23:39:00,Completed,346
6860,4,31,Burger,2023-08-16,23:38:53,Completed,486
8730,4,56,Hyderabadi Biryani,2023-04-24,23:38:53,Completed,279
8344,4,16,Lamb Kebab,2023-02-18,23:38:52,Completed,311
4743,16,36,Grilled Chicken Sandwich,2023-07-10,23:38:37,Completed,306
8398,5,49,Vegetable Fried Rice,2023-09-19,23:38:33,Completed,319
6705,9,17,Mutton Rogan Josh,2023-04-26,23:38:32,Completed,651
9954,5,41,Prawn Masala,2023-03-25,23:38:25,Completed,519
3494,13,38,Vegetable Fried Rice,2023-08-29,23:38:22,Not Fulfilled,232
6602,4,8,Chicken Biryani,2023-07-17,23:38:22,Completed,631
4817,21,45,Prawn Masala,2023-11-19,23:38:20,Completed,332
9492,5,20,Paneer Lababdar,2023-02-03,23:38:20,Completed,317
1205,13,32,Pasta Alfredo,2023-08-22,23:38:19,Completed,274
249,8,51,Grilled Chicken Sandwich,2023-09-04,23:38:14,Completed,301
1652,17,48,Chicken Tikka,2023-05-26,23:38:14,Completed,267
6661,5,47,Chicken Biryani,2023-08-15,23:38:11,Completed,212
9136,9,3,Chole Bhature,2023-10-16,23:38:01,Completed,311
8923,9,51,Pizza,2023-10-29,23:37:56,Completed,490
2638,14,57,Paneer Butter Masala,2023-07-05,23:37:52,Completed,203
9087,5,15,Chicken Shawarma,2023-07-08,23:37:47,Completed,266
2152,11,4,Dal Makhani,2023-05-25,23:37:29,Completed,286
8537,4,30,Mutton Rogan Josh,2023-05-03,23:37:28,Completed,583
3158,17,23,Chicken Biryani,2023-08-20,23:37:14,Completed,293
2837,11,11,Chole Bhature,2023-01-28,23:37:03,Completed,200
601,11,8,Paneer Lababdar,2023-09-14,23:36:56,Completed,280
2209,5,33,Prawn Masala,2023-09-26,23:36:47,Completed,276
9074,4,25,Paneer Lababdar,2023-10-24,23:36:47,Completed,214
291,6,60,Dal Makhani,2023-05-21,23:36:31,Completed,318
7674,8,11,Paneer Butter Masala,2023-06-23,23:36:12,Completed,220
2711,6,42,Hyderabadi Biryani,2023-04-16,23:35:58,Completed,266
6503,5,39,Mutton Rogan Josh,2023-02-03,23:35:54,Completed,298
8592,9,41,Butter Chicken,2023-04-16,23:35:53,Completed,318
1706,1,36,Pasta Alfredo,2023-01-28,23:35:50,Completed,333
2366,10,48,Masala Dosa,2023-08-23,23:35:49,Completed,243
8265,5,27,Paneer Butter Masala,2023-09-29,23:35:22,Completed,685
9023,4,4,Chicken Tikka,2023-12-15,23:35:21,Completed,297
3136,5,29,Mutton Rogan Josh,2023-04-01,23:35:13,Completed,485
6611,4,59,Paneer Butter Masala,2023-04-26,23:35:12,Completed,612
453,8,54,Paneer Butter Masala,2023-03-30,23:34:58,Completed,525
2111,17,23,Paneer Butter Masala,2023-08-10,23:34:56,Completed,227
8216,6,2,Fish Curry,2023-04-14,23:34:39,Completed,216
5290,21,49,Paneer Tikka,2023-09-19,23:34:28,Completed,546
5309,15,15,Paneer Tikka,2023-01-14,23:34:02,Completed,222
4379,18,15,Masala Dosa,2023-05-26,23:33:53,Completed,218
7536,4,28,Chicken Shawarma,2023-08-22,23:33:51,Completed,316
4548,18,51,Paneer Lababdar,2023-09-07,23:33:34,Completed,225
2387,22,39,Hyderabadi Biryani,2023-08-21,23:33:29,Completed,300
4385,22,21,Masala Dosa,2023-05-24,23:33:25,Completed,368
806,4,35,Chicken Biryani,2023-04-04,23:33:23,Completed,456
6435,15,18,Burger,2023-09-01,23:33:06,Completed,635
1737,17,28,Burger,2023-03-13,23:33:05,Completed,319
1043,8,17,Pasta Alfredo,2023-05-03,23:33:03,Completed,274
4254,21,15,Paneer Tikka,2023-03-07,23:33:02,Completed,209
9213,7,41,Vegetable Fried Rice,2023-09-21,23:32:54,Completed,289
4259,15,6,Paneer Butter Masala,2023-05-21,23:32:53,Completed,396
3180,14,59,Chicken Biryani,2023-07-12,23:32:52,Completed,255
411,18,10,Chole Bhature,2023-09-23,23:32:51,Completed,302
9829,5,38,Dal Makhani,2023-10-10,23:32:48,Completed,732
4583,19,19,Grilled Chicken Sandwich,2023-09-28,23:32:38,Completed,254
7627,8,46,Burger,2023-05-20,23:32:38,Completed,200
2768,3,47,Fish Curry,2023-10-02,23:32:37,Completed,451
833,2,58,Chole Bhature,2023-01-31,23:32:27,Completed,236
4682,20,39,Lamb Kebab,2023-11-26,23:32:17,Completed,350
7032,6,48,Mutton Rogan Josh,2023-09-18,23:32:13,Completed,589
4275,17,19,Lamb Kebab,2023-02-09,23:32:01,Completed,309
5626,21,11,Paneer Butter Masala,2023-07-28,23:31:41,Completed,242
7881,7,7,Butter Chicken,2023-06-02,23:31:22,Completed,296
485,17,44,Egg Curry,2023-03-09,23:31:12,Completed,289
8789,5,22,Burger,2023-08-22,23:31:08,Completed,348
7154,5,1,Grilled Chicken Sandwich,2023-03-15,23:31:02,Completed,221
4935,15,23,Paneer Tikka,2023-11-23,23:30:53,Completed,284
1384,22,45,Vegetable Fried Rice,2023-03-02,23:30:52,Completed,218
1382,9,49,Chicken Biryani,2023-11-12,23:30:49,Completed,455
1918,21,59,Burger,2023-07-12,23:30:43,Completed,336
8510,8,20,Egg Curry,2023-03-17,23:30:42,Completed,525
5431,15,24,Paneer Lababdar,2023-06-09,23:30:39,Completed,202
1307,7,21,Chicken Biryani,2023-06-04,23:30:26,Completed,289
8331,5,57,Chicken Shawarma,2023-09-13,23:30:26,Completed,316
3137,17,54,Chole Bhature,2023-01-02,23:30:23,Completed,322
7894,9,41,Pasta Alfredo,2023-08-26,23:30:21,Completed,682
9351,5,36,Dal Makhani,2023-12-24,23:30:05,Completed,317
7643,4,1,Burger,2023-03-09,23:29:58,Completed,335
4915,19,33,Chicken Shawarma,2023-12-13,23:29:47,Completed,271
942,19,57,Chole Bhature,2023-12-08,23:29:40,Completed,286
6129,21,54,Mutton Rogan Josh,2023-09-27,23:29:33,Completed,516
2119,6,60,Dal Makhani,2023-03-26,23:29:31,Completed,241
5293,19,46,Grilled Chicken Sandwich,2023-05-08,23:29:26,Completed,302
2732,12,57,Paneer Lababdar,2023-05-01,23:29:22,Completed,407
7448,5,22,Egg Curry,2023-02-13,23:29:21,Completed,322
5353,16,40,Pasta Alfredo,2023-02-05,23:29:13,Completed,349
6330,22,33,Pasta Alfredo,2023-01-15,23:29:11,Completed,283
306,18,53,Pizza,2023-05-04,23:29:00,Completed,377
3118,7,36,Hyderabadi Biryani,2023-06-07,23:28:52,Completed,245
7964,5,13,Masala Dosa,2023-05-01,23:28:32,Completed,251
9529,9,24,Egg Curry,2023-02-20,23:28:31,Completed,263
2050,8,53,Lamb Kebab,2023-07-16,23:28:18,Completed,237
197,12,47,Samosa,2023-11-28,23:28:07,Completed,201
2811,12,28,Fish Curry,2023-09-30,23:28:03,Completed,234
216,14,19,Masala Dosa,2023-08-25,23:27:58,Completed,226
5901,22,7,Mutton Biryani,2023-07-14,23:27:51,Completed,452
7088,5,54,Pasta Alfredo,2023-04-07,23:27:44,Completed,295
933,2,24,Pasta Alfredo,2023-06-25,23:27:43,Completed,311
9640,5,42,Vegetable Fried Rice,2023-02-03,23:27:37,Completed,288
1169,10,22,Mutton Rogan Josh,2023-06-15,23:27:35,Completed,338
6387,15,40,Vegetable Fried Rice,2023-08-11,23:27:27,Completed,202
3343,18,48,Chole Bhature,2023-03-31,23:27:16,Completed,364
6544,6,5,Dal Makhani,2023-02-23,23:27:13,Completed,292
1012,11,15,Burger,2023-11-19,23:27:06,Completed,325
3864,10,5,Chicken Biryani,2023-02-16,23:26:53,Completed,276
2767,11,58,Masala Dosa,2023-05-06,23:26:49,Completed,290
4186,20,53,Paneer Lababdar,2023-12-01,23:26:32,Completed,280
6462,17,2,Masala Dosa,2023-10-08,23:26:20,Completed,288
8032,8,28,Pasta Alfredo,2023-10-17,23:26:20,Completed,616
2294,11,26,Dal Makhani,2023-03-16,23:26:16,Completed,315
9463,5,41,Prawn Masala,2023-08-13,23:26:04,Completed,331
1660,14,44,Chicken Biryani,2023-06-22,23:26:03,Completed,289
3679,11,59,Paneer Tikka,2023-07-08,23:26:02,Completed,213
8934,6,37,Pizza,2023-10-04,23:25:49,Completed,548
8354,6,9,Pasta Alfredo,2023-07-09,23:25:37,Completed,225
3740,1,46,Hyderabadi Biryani,2023-07-12,23:25:22,Not Fulfilled,337
4540,20,15,Chicken Biryani,2023-10-19,23:25:22,Completed,231
8558,6,15,Fish Curry,2023-04-08,23:25:20,Not Fulfilled,567
7476,9,22,Chicken Shawarma,2023-11-25,23:25:02,Completed,224
6318,15,39,Chicken Shawarma,2023-04-18,23:24:58,Completed,566
7324,5,42,Dal Makhani,2023-05-26,23:24:58,Completed,330
1550,13,34,Chicken Biryani,2023-09-19,23:24:53,Completed,246
608,14,6,Butter Chicken,2023-05-20,23:24:48,Completed,303
1113,4,48,Mutton Rogan Josh,2023-04-27,23:24:39,Completed,269
9631,5,25,Chole Bhature,2023-05-09,23:24:36,Completed,211
3187,5,34,Paneer Tikka,2023-09-04,23:24:35,Completed,294
3487,2,59,Mutton Rogan Josh,2023-01-01,23:24:33,Completed,274
482,6,1,Masala Dosa,2023-01-15,23:24:27,Completed,502
8027,9,20,Dal Makhani,2023-12-30,23:24:27,Completed,319
2770,4,19,Mutton Biryani,2023-10-19,23:24:22,Completed,432
8734,4,5,Chicken Tikka,2023-07-08,23:24:06,Completed,301
5599,21,57,Paneer Tikka,2023-05-31,23:23:52,Completed,224
2935,4,20,Paneer Tikka,2023-07-27,23:23:47,Completed,341
4646,17,20,Dal Makhani,2023-12-09,23:23:44,Completed,309
6850,5,17,Fish Curry,2023-11-22,23:23:30,Completed,344
5923,22,7,Mutton Biryani,2023-04-02,23:23:29,Completed,344
9378,6,11,Lamb Kebab,2023-11-27,23:23:27,Completed,271
4216,16,14,Mutton Biryani,2023-07-08,23:23:26,Completed,248
2283,4,22,Dal Makhani,2023-05-18,23:23:11,Completed,292
4618,18,3,Grilled Chicken Sandwich,2023-01-13,23:23:07,Completed,296
5429,18,11,Butter Chicken,2023-05-31,23:22:53,Completed,211
6002,15,56,Egg Curry,2023-06-15,23:22:53,Completed,492
5445,15,9,Chicken Biryani,2023-08-10,23:22:48,Completed,398
8058,5,2,Masala Dosa,2023-07-17,23:22:42,Completed,250
3692,20,36,Chole Bhature,2023-12-30,23:22:11,Completed,318
1235,10,5,Paneer Lababdar,2023-11-16,23:22:07,Completed,539
7491,5,53,Vegetable Fried Rice,2023-04-08,23:22:07,Completed,271
2576,1,38,Burger,2023-10-04,23:22:02,Completed,441
6096,16,57,Vegetable Fried Rice,2023-07-30,23:21:59,Completed,247
4643,16,36,Chole Bhature,2023-11-07,23:21:23,Completed,306
3625,5,19,Dal Makhani,2023-01-30,23:21:21,Completed,504
5028,16,8,Prawn Masala,2023-06-05,23:21:18,Completed,296
2201,15,19,Masala Dosa,2023-12-13,23:21:15,Completed,333
9963,4,17,Dal Makhani,2023-04-05,23:21:09,Completed,574
3007,19,58,Mutton Rogan Josh,2023-12-18,23:21:01,Completed,447
8482,9,23,Butter Chicken,2023-11-04,23:20:51,Completed,225
8707,9,27,Paneer Lababdar,2023-05-30,23:20:47,Completed,339
764,2,12,Dal Makhani,2023-02-04,23:20:35,Completed,225
5068,17,26,Pasta Alfredo,2023-05-16,23:20:28,Completed,223
8289,7,37,Lamb Kebab,2023-05-29,23:20:22,Completed,216
8929,5,44,Paneer Lababdar,2023-02-26,23:20:17,Completed,286
6610,8,20,Pasta Alfredo,2023-05-11,23:20:15,Completed,311
2762,6,33,Burger,2023-01-05,23:20:12,Completed,297
6981,5,27,Dal Makhani,2023-06-23,23:20:09,Completed,238
6815,5,36,Mutton Biryani,2023-12-02,23:20:00,Completed,596
6802,5,54,Burger,2023-11-28,23:19:54,Completed,292
447,17,51,Paneer Butter Masala,2023-11-26,23:19:47,Completed,199
7404,6,38,Pasta Alfredo,2023-06-06,23:19:42,Completed,346
5316,20,49,Grilled Chicken Sandwich,2023-07-05,23:19:31,Completed,285
3935,21,14,Chicken Biryani,2023-04-18,23:19:27,Completed,364
9240,4,60,Chicken Shawarma,2023-07-08,23:19:25,Completed,685
2678,18,24,Chole Bhature,2023-06-27,23:19:04,Completed,527
6952,4,42,Pasta Alfredo,2023-07-02,23:18:49,Completed,288
2223,11,12,Fish Curry,2023-08-13,23:18:47,Completed,265
3087,8,24,Chicken Biryani,2023-09-10,23:18:45,Completed,347
9646,9,16,Vegetable Fried Rice,2023-06-07,23:18:41,Completed,468
9071,6,53,Vegetable Fried Rice,2023-07-19,23:18:02,Completed,251
2987,15,32,Hyderabadi Biryani,2023-12-17,23:18:01,Completed,298
3949,9,23,Paneer Butter Masala,2023-12-23,23:17:54,Completed,337
6478,19,23,Hyderabadi Biryani,2023-12-10,23:17:43,Completed,202
3469,21,43,Grilled Chicken Sandwich,2023-05-30,23:17:33,Not Fulfilled,273
6991,9,55,Mutton Rogan Josh,2023-09-12,23:17:31,Completed,264
3223,18,50,Chole Bhature,2023-09-05,23:17:28,Completed,271
2677,10,5,Mutton Rogan Josh,2023-01-26,23:17:24,Completed,333
8466,5,26,Chicken Biryani,2023-11-19,23:17:24,Completed,521
6721,6,27,Fish Curry,2023-05-02,23:17:08,Completed,276
4223,21,48,Dal Makhani,2023-04-08,23:17:02,Completed,207
9685,4,13,Dal Makhani,2023-05-03,23:16:56,Completed,497
5814,15,22,Masala Dosa,2023-12-08,23:16:54,Completed,317
6986,6,17,Burger,2023-02-16,23:16:43,Completed,545
4693,20,27,Chole Bhature,2023-03-16,23:16:41,Completed,292
5346,16,14,Mutton Rogan Josh,2023-09-20,23:16:34,Completed,200
6402,17,45,Chole Bhature,2023-06-01,23:16:34,Completed,531
7164,6,32,Masala Dosa,2023-03-15,23:16:34,Completed,600
4731,19,37,Mutton Rogan Josh,2023-12-02,23:16:25,Completed,232
6266,18,7,Lamb Kebab,2023-07-15,23:16:06,Completed,295
5324,15,18,Fish Curry,2023-06-01,23:15:58,Completed,255
535,22,39,Masala Dosa,2023-09-19,23:15:50,Completed,301
259,17,27,Pasta Alfredo,2023-04-27,23:15:49,Completed,218
6264,21,59,Paneer Lababdar,2023-01-03,23:15:34,Completed,284
9878,4,32,Mutton Biryani,2023-05-03,23:15:29,Completed,284
9771,9,58,Dal Makhani,2023-09-07,23:15:27,Completed,289
6073,19,51,Butter Chicken,2023-06-08,23:15:14,Completed,219
8842,6,24,Lamb Kebab,2023-05-23,23:15:09,Completed,207
3658,16,27,Paneer Butter Masala,2023-09-24,23:15:06,Not Fulfilled,266
828,15,19,Chicken Biryani,2023-11-11,23:15:01,Completed,463
611,17,58,Chicken Biryani,2023-02-14,23:14:54,Completed,264
6568,9,45,Paneer Tikka,2023-04-01,23:14:26,Completed,235
3590,2,52,Mutton Rogan Josh,2023-12-09,23:14:13,Completed,201
3059,12,21,Butter Chicken,2023-08-31,23:13:59,Completed,456
6360,17,43,Fish Curry,2023-03-17,23:13:57,Completed,240
1702,5,56,Masala Dosa,2023-09-15,23:13:47,Completed,457
5087,21,6,Prawn Masala,2023-12-28,23:13:47,Completed,465
